t,pose_x,pose_y,pose_z,point_x,point_y,point_z,dx,dy,dz,norm,dt,ux,uy,uz,l,l_err
15.007493146,0.009741486981511116,0.0037399516440927982,1.255283236503601,0.006454914342612028,-0.010878915898501873,0.9244406223297119,0.003286572638899088,0.014618867542594671,0.33084261417388916,0.33118174496996594,1.1063000000532952e-05,0.009923773543729407,0.0441415258075907,0.9989759979188843,0.33118174496996594,-0.0077350375811015
15.017302914,0.009938840754330158,0.0037873731926083565,1.2554848194122314,0.006450598128139973,-0.0111856022849679,0.9247959852218628,0.0034882426261901855,0.014972975477576256,0.33068883419036865,0.3310460132511135,6.107599999971569e-05,0.010537032577233287,0.045229288009031456,0.9989210591686725,0.3310460132511135,-0.00787076929995395
15.027445127,0.010146933607757092,0.003860730677843094,1.2556554079055786,0.0063803596422076225,-0.011477163061499596,0.9251826405525208,0.003766573965549469,0.01533789373934269,0.33047276735305786,0.33084994790053335,2.2791999999327572e-05,0.011384538487767425,0.046359063486852564,0.9988599649180272,0.33084994790053335,-0.008066834650534094
15.037457524,0.01037239097058773,0.003951347433030605,1.2558332681655884,0.006431656889617443,-0.011675236746668816,0.9255275726318359,0.003940734080970287,0.01562658417969942,0.33030569553375244,0.3306986120627937,3.824000000207661e-06,0.011916391352202025,0.04725324996747254,0.9988118591529901,0.3306986120627937,-0.008218170488273724
15.047615033,0.010461175814270973,0.0039457473903894424,1.255929946899414,0.006456947419792414,-0.011804313398897648,0.9257850646972656,0.0040042283944785595,0.01575006078928709,0.33014488220214844,0.33054461348533853,1.021100000109243e-05,0.012114033117215412,0.04764881999804753,0.9987906888604983,0.33054461348533853,-0.008372169065728907
15.061383476,0.010418156161904335,0.0038466695696115494,1.2561253309249878,0.006411019247025251,-0.011901339516043663,0.925991952419281,0.004007136914879084,0.015748009085655212,0.3301333785057068,0.33053306119056947,1.1650000001139915e-05,0.012123255992745491,0.047644278091067166,0.9987907936246285,0.33053306119056947,-0.008383721360497975
15.069324476,0.01043734047561884,0.0036795237101614475,1.2563563585281372,0.006388800218701363,-0.012006505392491817,0.9261176586151123,0.004048540256917477,0.015686029102653265,0.3302386999130249,0.3306358134072383,8.438000000055013e-06,0.012244711833230724,0.04744201464749694,0.9987989398664316,0.3306358134072383,-0.008280969143829142
15.078981475,0.010383110493421555,0.0034088478423655033,1.2564747333526611,0.006386089138686657,-0.012142395600676537,0.9262492656707764,0.003997021354734898,0.01555124344304204,0.33022546768188477,0.3306156028654039,6.531999998671267e-06,0.012089633157338055,0.04703723390021936,0.9988199734672596,0.3306156028654039,-0.008301179685663518
15.088374173,0.010519611649215221,0.0034007825888693333,1.2567380666732788,0.006421513389796019,-0.012287660501897335,0.9263401627540588,0.004098098259419203,0.01568844309076667,0.33039790391921997,0.3307955510132659,6.42800000072441e-06,0.012388613591888533,0.047426402932902546,0.9987979067649855,0.3307955510132659,-0.008121231537801532
15.097966566,0.010733723640441895,0.0033766133710741997,1.2569516897201538,0.006455748807638884,-0.012394350953400135,0.9264000058174133,0.004277974832803011,0.015770964324474335,0.3305516839027405,0.33095534459399684,5.701399999935575e-05,0.012926139138351321,0.04765284677248993,0.9987803167471081,0.33095534459399684,-0.007961437957070605
15.107520737,0.010898365639150143,0.0033326849807053804,1.2571347951889038,0.006695103365927935,-0.012550693936645985,0.9265772700309753,0.004203262273222208,0.015883378917351365,0.33055752515792847,0.330965597272744,5.006000000307154e-06,0.012699997546144834,0.047991027007746975,0.9987670255815766,0.330965597272744,-0.007951185278323447
15.117613105,0.011073165573179722,0.0033115281257778406,1.257277488708496,0.006799367256462574,-0.01251313742250204,0.9265703558921814,0.004273798316717148,0.01582466554827988,0.3307071328163147,0.33111311222504386,4.700999999940336e-05,0.012907366573306902,0.04779232523272746,0.9987738951018852,0.33111311222504386,-0.007803670326023582
15.129901849,0.011123116128146648,0.003244817955419421,1.2574626207351685,0.006938581820577383,-0.012448035180568695,0.9265145063400269,0.004184534307569265,0.015692853135988116,0.3309481143951416,0.331346390335882,1.1661000000273702e-05,0.012628881525848077,0.04736086945169511,0.9987980073048731,0.331346390335882,-0.007570392215185462
15.138133166,0.011008870787918568,0.003024605568498373,1.2575676441192627,0.007151955738663673,-0.012389925308525562,0.9264717698097229,0.0038569150492548943,0.015414530877023935,0.3310958743095398,0.33147693968156283,1.1728000000488237e-05,0.011635545606762523,0.046502573879896696,0.9988504015622048,0.33147693968156283,-0.007439842869504609
15.147594308,0.01099314633756876,0.002869383431971073,1.2577035427093506,0.007314959075301886,-0.012392783537507057,0.9263124465942383,0.0036781872622668743,0.01526216696947813,0.3313910961151123,0.33176274864203203,6.179999999744723e-06,0.011086800062160064,0.046003256941742496,0.9988797641433796,0.33176274864203203,-0.007154033909035407
15.157640971,0.01102361548691988,0.002579136285930872,1.257831335067749,0.007583320140838623,-0.012421763502061367,0.9261247515678406,0.003440295346081257,0.015000899787992239,0.33170658349990845,0.33206342792258736,2.617999999898757e-06,0.010360356054877803,0.045174802542511064,0.9989253727069212,0.33206342792258736,-0.0068533546284800795
15.167441139,0.01102239266037941,0.0023064101114869118,1.2579073905944824,0.0077950619161129,-0.01247160043567419,0.9259235858917236,0.00322733074426651,0.014778010547161102,0.3319838047027588,0.33232822908140736,1.7023999999921102e-05,0.009711274763468681,0.04446811692166262,0.9989636017993397,0.33232822908140736,-0.006588553469660086
15.179369605,0.011086171492934227,0.002189325401559472,1.2580879926681519,0.008013861253857613,-0.012448769994080067,0.9256115555763245,0.0030723102390766144,0.014638095395639539,0.3324764370918274,0.3328127013025387,7.874999999657462e-06,0.009231349125356168,0.04398298303625433,0.9989896292737769,0.3328127013025387,-0.006104081248528737
