t,pose_x,pose_y,pose_z,point_x,point_y,point_z,dx,dy,dz,norm,dt,ux,uy,uz,l,l_err
15.000350475,0.02025016024708748,0.02236921153962612,1.2627248764038086,0.026756225153803825,0.002760400762781501,0.8630937337875366,-0.006506064906716347,0.01960881077684462,0.399631142616272,0.40016482165407746,1.0066999999835957e-05,-0.016258462899921063,0.04900183553314804,0.998666351940684,0.40016482165407746,0.005069865875069246
15.008518665,0.02068190462887287,0.022068897262215614,1.2630490064620972,0.027678359299898148,0.0028261535335332155,0.8641908764839172,-0.006996454671025276,0.0192427437286824,0.39885812997817993,0.399383326409431,1.838999999392854e-06,-0.017518144119649113,0.048181139412303724,0.998684981579044,0.399383326409431,0.004288370630422811
15.018884979,0.02115459553897381,0.02180817537009716,1.2633800506591797,0.028479253873229027,0.0034052198752760887,0.8654802441596985,-0.0073246583342552185,0.01840295549482107,0.3978998064994812,0.398392489139771,6.243000001404653e-06,-0.018385533196348624,0.0461930282233926,0.9987633234719018,0.398392489139771,0.003297533360762772
15.028211156,0.02168414741754532,0.021564265713095665,1.2636785507202148,0.028926270082592964,0.004274371545761824,0.8665738701820374,-0.007242122665047646,0.01728989416733384,0.3971046805381775,0.39754687281670475,3.8170000014048355e-06,-0.018217028381422435,0.04349146062911082,0.998887697756508,0.39754687281670475,0.0024519170376965382
15.03797591,0.022223901003599167,0.021332023665308952,1.2640283107757568,0.029523512348532677,0.005531872157007456,0.8678591847419739,-0.00729961134493351,0.015800151508301497,0.39616912603378296,0.3965512647008502,4.7500000022182576e-07,-0.018407736892328865,0.03984390648765373,0.9990363448535322,0.3965512647008502,0.0014563089218420089
15.05011614,0.022794315591454506,0.02101784013211727,1.2643020153045654,0.02975517138838768,0.0068029980175197124,0.8691158294677734,-0.006960855796933174,0.014214842114597559,0.395186185836792,0.3955030173412083,1.261699999943744e-05,-0.017600006805834064,0.03594117235857681,0.9991989150764355,0.3955030173412083,0.0004080615622000794
15.05901951,0.02331971935927868,0.02065856195986271,1.264562964439392,0.030022572726011276,0.008418205194175243,0.8704131245613098,-0.006702853366732597,0.012240356765687466,0.3941498398780823,0.3943968190197851,-6.000000496442226e-09,-0.016995201389786933,0.031035637650701796,0.9993737800869776,0.3943968190197851,-0.0006981367592230892
15.068332098,0.023817846551537514,0.02021942101418972,1.2648844718933105,0.030399588868021965,0.009823601692914963,0.8715797066688538,-0.006581742316484451,0.010395819321274757,0.3933047652244568,0.3934971800909713,5.625000000009095e-06,-0.01672627568757377,0.026419044016710316,0.9995110133534628,0.3934971800909713,-0.0015977756880369287
15.077941719,0.024173393845558167,0.019626794382929802,1.2652513980865479,0.030415499582886696,0.011355984956026077,0.8725612163543701,-0.006242105737328529,0.008270809426903725,0.39269018173217773,0.39282686899124264,8.880999999405503e-06,-0.015890220934626765,0.02105459193293651,0.9996520419812017,0.39282686899124264,-0.0022680867877655775
15.088075811,0.02455141581594944,0.01905302330851555,1.265518069267273,0.030494455248117447,0.012750813737511635,0.873384416103363,-0.005943039432168007,0.006302209571003914,0.3921336531639099,0.3922293200499457,8.095000000096775e-06,-0.015151950984722998,0.016067665645702885,0.9997560945060823,0.3922293200499457,-0.00286563572906251
15.098742318,0.02494136057794094,0.018587762489914894,1.2658259868621826,0.030722927302122116,0.013879404403269291,0.8743852972984314,-0.005781566724181175,0.004708358086645603,0.3914406895637512,0.3915116966270654,6.627000001202532e-06,-0.014767289902167108,0.012026098140129261,0.9998186336093507,0.3915116966270654,-0.003583259151942797
15.108025081,0.025366511195898056,0.01822124607861042,1.2662030458450317,0.030613968148827553,0.014918171800673008,0.8751622438430786,-0.005247456952929497,0.0033030742779374123,0.3910408020019531,0.3910899575986184,0.00015583000000063407,-0.013417519041271425,0.008445817167536191,0.9998743112787474,0.3910899575986184,-0.004004998180389796
15.117912915,0.025792116299271584,0.01783844083547592,1.2665804624557495,0.030472995713353157,0.015617221593856812,0.8758112192153931,-0.0046808794140815735,0.00222121924161911,0.39076924324035645,0.39080358993956205,4.149000000452929e-06,-0.011977575269473531,0.005683722715962314,0.9999121126312813,0.39080358993956205,-0.004291365839446171
15.128027645,0.026184599846601486,0.017434148117899895,1.2668880224227905,0.03073316626250744,0.0159677192568779,0.8767656683921814,-0.0045485664159059525,0.0014664288610219955,0.39012235403060913,0.39015162563345585,0.00015254700000078003,-0.011658458191788472,0.0037586127153541407,0.999924973777056,0.39015162563345585,-0.0049433301455523715
15.138596114,0.026619696989655495,0.01701885275542736,1.2672537565231323,0.030846020206809044,0.01607084460556507,0.8775163888931274,-0.004226323217153549,0.0009480081498622894,0.3897373676300049,0.38976143505297395,1.1699999999947863e-05,-0.010843359134746447,0.002432277964425706,0.9999382508868129,0.38976143505297395,-0.005333520726034269
15.150907915,0.02698795311152935,0.01658533327281475,1.267612338066101,0.030881747603416443,0.016048181802034378,0.8782219886779785,-0.0038937944918870926,0.0005371514707803726,0.38939034938812256,0.3894101878018239,5.718000000598522e-06,-0.009999210636648,0.0013793975802547217,0.9999490552267948,0.3894101878018239,-0.005684767977184313
15.158884384,0.02727576345205307,0.015998011454939842,1.2679574489593506,0.030997365713119507,0.01588164083659649,0.8788807988166809,-0.0037216022610664368,0.00011637061834335327,0.3890766501426697,0.3890944661027085,1.3101000000403928e-05,-0.009564778184442369,0.0002990806307500533,0.9999542117362469,0.3890944661027085,-0.006000489676299736
15.172208786,0.02750810980796814,0.015383237041532993,1.2682769298553467,0.03129371628165245,0.015512845478951931,0.8794495463371277,-0.003785606473684311,-0.00012960843741893768,0.388827383518219,0.3888458329316965,7.396999999187415e-06,-0.00973549451499273,-0.00033331574223582927,0.9999525533979922,0.3888458329316965,-0.006249122847311717
15.179314442,0.027711769565939903,0.014855417422950268,1.2686129808425903,0.03174765035510063,0.015142997726798058,0.880055844783783,-0.0040358807891607285,-0.00028758030384778976,0.3885571360588074,0.38857820193417697,1.363899999873297e-05,-0.010386276865433601,-0.0007400834694698194,0.9999457872951577,0.38857820193417697,-0.006516753844831247
15.188820552,0.0279169213026762,0.014434121549129486,1.2689669132232666,0.03225281462073326,0.015009644441306591,0.880752444267273,-0.00433589331805706,-0.000575522892177105,0.38821446895599365,0.38823910815919765,5.172000001607557e-06,-0.011168100345725926,-0.001482392886450562,0.9999365360091599,0.38823910815919765,-0.006855847619810562
15.198181141,0.028129039332270622,0.014077138155698776,1.2693840265274048,0.032798320055007935,0.014866409823298454,0.881320595741272,-0.004669280722737312,-0.000789271667599678,0.3880634307861328,0.38809232335326693,1.9063000001651176e-05,-0.012031365842006179,-0.002033721411390123,0.999925552335371,0.38809232335326693,-0.007002632425741284
