t,pose_x,pose_y,pose_z,point_x,point_y,point_z,dx,dy,dz,norm,dt,ux,uy,uz,l,l_err
15.001267843,0.018001636490225792,0.004498775117099285,1.199459433555603,0.01567385345697403,-0.0058295694179832935,0.9068742990493774,0.0023277830332517624,0.010328344535082579,0.2925851345062256,0.29277662852200376,7.815999998328493e-06,0.007950713296354585,0.035277216583926706,0.9993459381756499,0.29277662852200376,-0.001240431542113618
15.010825846,0.017929628491401672,0.004537238739430904,1.1998531818389893,0.015880968421697617,-0.005925899837166071,0.9072555899620056,0.002048660069704056,0.010463138576596975,0.29259759187698364,0.29279177763243996,4.001000000641852e-06,0.006996986343912527,0.03573576642487555,0.9993367786587911,0.29279177763243996,-0.0012252824316774102
15.020213108,0.017787354066967964,0.004453213419765234,1.2002326250076294,0.01604914851486683,-0.006115610245615244,0.9075725674629211,0.0017382055521011353,0.010568823665380478,0.29266005754470825,0.2928559896506869,6.781999999816435e-06,0.005935359403693379,0.03608880828419037,0.9993309609060332,0.2928559896506869,-0.0011610704134304983
15.029887658,0.017684288322925568,0.004470142535865307,1.200571060180664,0.016254454851150513,-0.006364434026181698,0.9078719019889832,0.001429833471775055,0.010834576562047005,0.2926991581916809,0.2929031062982339,2.657999999655658e-06,0.004881592038560352,0.03699030952240991,0.9993037011142335,0.2929031062982339,-0.0011139537658834686
15.046833824,0.017502179369330406,0.00443371944129467,1.2009376287460327,0.016328196972608566,-0.006595467682927847,0.908174991607666,0.00117398239672184,0.011029187124222517,0.2927626371383667,0.29297266580263065,4.4510000000386185e-05,0.004007139688289987,0.03764578887933744,0.9992831117411975,0.29297266580263065,-0.0010443942614867252
15.051154758,0.0173521526157856,0.004412074573338032,1.2012460231781006,0.01634913496673107,-0.006756339687854052,0.9084569811820984,0.0010030176490545273,0.011168414261192083,0.2927890419960022,0.2930036904792338,1.0297000001102674e-05,0.0034232253095993503,0.03811697471429503,0.9992674205472275,0.2930036904792338,-0.0010133695848835722
15.070288342,0.017230287194252014,0.004437578842043877,1.2015949487686157,0.01630926877260208,-0.006792190484702587,0.9087176322937012,0.0009210184216499329,0.011229769326746464,0.29287731647491455,0.29309397554301964,7.635000001116055e-06,0.003142399702837795,0.03831456892261569,0.9992607863477792,0.29309397554301964,-0.000923084521097739
15.074382169,0.01713785156607628,0.004430708941072226,1.2019319534301758,0.016240814700722694,-0.006718252785503864,0.9089962840080261,0.0008970368653535843,0.01114896172657609,0.29293566942214966,0.29314912662759446,5.1960000000406126e-06,0.0030600018348106695,0.03803170712065367,0.9992718477182572,0.29314912662759446,-0.0008679334365229163
15.081204893,0.017059609293937683,0.004396356176584959,1.2022674083709717,0.01618676260113716,-0.006667895708233118,0.9092501401901245,0.0008728466928005219,0.011064251884818077,0.29301726818084717,0.2932273844361852,5.059999999446063e-06,0.0029766888739904806,0.03773266915739236,0.9992834357686543,0.2932273844361852,-0.0007896756279321959
15.090977415,0.017017647624015808,0.004351642914116383,1.2026108503341675,0.01607288047671318,-0.006632392294704914,0.9096536636352539,0.0009447671473026276,0.010984035208821297,0.2929571866989136,0.2931645525178195,2.869500000102221e-05,0.0032226513716906535,0.03746713275696471,0.9992926640785015,0.2931645525178195,-0.0008525075462978982
