t,pose_x,pose_y,pose_z,point_x,point_y,point_z,dx,dy,dz,norm,dt,ux,uy,uz,l,l_err
15.008342858,0.02364364080131054,0.013295669108629227,1.2521857023239136,0.04114874452352524,0.019126340746879578,0.8725513815879822,-0.0175051037222147,-0.005830671638250351,0.3796343207359314,0.38008241588991015,4.5200000009515406e-07,-0.04605607360505992,-0.015340545614557421,0.9988210579199525,0.38008241588991015,-0.0008325631122622079
15.022048778,0.023689256981015205,0.013304684311151505,1.252558708190918,0.04140967130661011,0.019078046083450317,0.8727591037750244,-0.017720414325594902,-0.005773361772298813,0.37979960441589355,0.3802566032358857,6.430999999196274e-06,-0.04660120080703068,-0.015182804777534411,0.9987981830792596,0.3802566032358857,-0.0006583757662866341
15.028304509,0.023625705391168594,0.013244206085801125,1.2528821229934692,0.041683379560709,0.018928715959191322,0.8730218410491943,-0.018057674169540405,-0.005684509873390198,0.3798602819442749,0.38033173289603117,6.845999999782748e-06,-0.04747874712436029,-0.014946188765543093,0.9987604217292982,0.38033173289603117,-0.0005832461061411887
15.04053118,0.02367663010954857,0.013235572725534439,1.253241777420044,0.041893646121025085,0.01878828927874565,0.8732602000236511,-0.018217016011476517,-0.005552716553211212,0.3799815773963928,0.3804585279555888,1.1376999999868076e-05,-0.04788173919866241,-0.014594801128651228,0.9987463796336518,0.3804585279555888,-0.0004564510465835392
15.049713797,0.0236527007073164,0.013171165250241756,1.2535585165023804,0.042038436979055405,0.01856754533946514,0.8734807968139648,-0.018385736271739006,-0.005396380089223385,0.3800777196884155,0.38056041467796814,0.00018346299999905114,-0.04831226675874078,-0.014180087789188018,0.9987316206023134,0.38056041467796814,-0.0003545643242042207
15.059027681,0.02346893399953842,0.012911378405988216,1.2538336515426636,0.04212593287229538,0.018241606652736664,0.8737010359764099,-0.018656998872756958,-0.005330228246748447,0.38013261556625366,0.3806275086713278,5.065999999942505e-06,-0.04901642274328442,-0.014003791437342235,0.9986997967992338,0.3806275086713278,-0.00028747033084458584
15.068731122,0.02352898381650448,0.012883592396974564,1.2540189027786255,0.04220275953412056,0.017958443611860275,0.8738723397254944,-0.01867377571761608,-0.005074851214885712,0.3801465630531311,0.38063877024747916,2.2282999999845288e-05,-0.049059048045670677,-0.013332460094872116,0.9987068915916578,0.38063877024747916,-0.00027620875469319683
15.078074677,0.02325551211833954,0.012677988968789577,1.2543078660964966,0.042213041335344315,0.01764274761080742,0.8740965723991394,-0.018957529217004776,-0.004964758642017841,0.3802112936973572,0.38071598941652696,6.908999999666321e-06,-0.049794413011280333,-0.01304058347963444,0.9986743511352301,0.38071598941652696,-0.0001989895856454038
15.091143805,0.023238589987158775,0.012632769532501698,1.2547149658203125,0.04218113049864769,0.01733473502099514,0.8743366003036499,-0.018942540511488914,-0.0047019654884934425,0.3803783655166626,0.38087875928385945,8.406000000960034e-06,-0.04973378023785126,-0.012345045172207109,0.998686212462628,0.38087875928385945,-3.621971831291315e-05
15.099035811,0.02329450100660324,0.012724415399134159,1.254921317100525,0.042169854044914246,0.01701422967016697,0.8745254874229431,-0.018875353038311005,-0.00428981427103281,0.3803958296775818,0.38088800019808533,3.0340000005679713e-06,-0.04955617669365969,-0.01126266584613283,0.9987078340082975,0.38088800019808533,-2.6978804087030017e-05
